lp_id,lp_name,country,cable_count
williamsport-ak-united-states,"Williamsport, AK, United States",United States,2
sungai-kakap-indonesia,"Sungai Kakap, Indonesia",Indonesia,2
talisay-philippines,"Talisay, Philippines",Philippines,2
autazes-brazil,"Autazes, Brazil",Brazil,2
candikusuma-indonesia,"Candikusuma, Indonesia",Indonesia,2
sumbawa-besar-indonesia,"Sumbawa Besar, Indonesia",Indonesia,2
alupang-guam,"Alupang, Guam",Guam,2
tumon-bay-guam,"Tumon Bay, Guam",Guam,2
tanjung-pandan-indonesia,"Tanjung Pandan, Indonesia",Indonesia,2
tobruk-libya,"Tobruk, Libya",Libya,2
tanjung-pinggir-indonesia,"Tanjung Pinggir, Indonesia",Indonesia,2
baby-beach-aruba,"Baby Beach, Aruba",Aruba,2
bergen-norway,"Bergen, Norway",Norway,2
baclayon-philippines,"Baclayon, Philippines",Philippines,2
baubau-indonesia,"Baubau, Indonesia",Indonesia,2
stoke-fleming-united-kingdom,"Stoke Fleming, United Kingdom",United Kingdom,2
terempa-indonesia,"Terempa, Indonesia",Indonesia,2
toledo-philippines,"Toledo, Philippines",Philippines,2
allen-philippines,"Allen, Philippines",Philippines,2
toliara-madagascar,"Toliara, Madagascar",Madagascar,2
anadyr-russia,"Anadyr, Russia",Russia,2
candelaria-canary-islands-spain,"Candelaria, Canary Islands, Spain",Spain,2
anchorage-ak-united-states,"Anchorage, AK, United States",United States,2
annies-bay-bermuda,"Annie's Bay, Bermuda",Bermuda,2
calbayog-philippines,"Calbayog, Philippines",Philippines,2
clinton-wa-united-states,"Clinton, WA, United States",United States,2
we-new-caledonia,"We, New Caledonia",New Caledonia,2
taba-egypt,"Taba, Egypt",Egypt,2
coffman-cove-ak-united-states,"Coffman Cove, AK, United States",United States,2
batu-prahu-indonesia,"Batu Prahu, Indonesia",Indonesia,2
civitavecchia-italy,"Civitavecchia, Italy",Italy,2
waisai-indonesia,"Waisai, Indonesia",Indonesia,2
takahagi-japan,"Takahagi, Japan",Japan,2
takapuna-new-zealand,"Takapuna, New Zealand",New Zealand,2
arrecife-canary-islands-spain,"Arrecife, Canary Islands, Spain",Spain,2
timika-indonesia,"Timika, Indonesia",Indonesia,2
swakopmund-namibia,"Swakopmund, Namibia",Namibia,2
surabaya-indonesia,"Surabaya, Indonesia",Indonesia,2
sventoji-lithuania,"Sventoji, Lithuania",Lithuania,2
ashkelon-israel,"Ashkelon, Israel",Israel,2
asilah-morocco,"Asilah, Morocco",Morocco,2
tirat-carmel-israel,"Tirat Carmel, Israel",Israel,2
takesung-indonesia,"Takesung, Indonesia",Indonesia,2
wada-japan,"Wada, Japan",Japan,2
ternate-indonesia,"Ternate, Indonesia",Indonesia,2
bellport-ny-united-states,"Bellport, NY, United States",United States,2
conil-de-la-frontera-spain,"Conil de la Frontera, Spain",Spain,2
whenuapai-new-zealand,"Whenuapai, New Zealand",New Zealand,2
chipiona-spain,"Chipiona, Spain",Spain,2
chindini-comoros,"Chindini, Comoros",Comoros,2
xiju-taiwan,"Xiju, Taiwan",Taiwan,2
banyu-urip-indonesia,"Banyu Urip, Indonesia",Indonesia,2
stavsnas-sweden,"Stavsnas, Sweden",Sweden,2
tarrafal-de-santiago-cape-verde,"Tarrafal de Santiago, Cape Verde",Cape Verde,2
derna-libya,"Derna, Libya",Libya,2
dhangethi-maldives,"Dhangethi, Maldives",Maldives,2
cat-island-bahamas,"Cat Island, Bahamas",Bahamas,2
akita-japan,"Akita, Japan",Japan,2
cayeux-sur-mer-france,"Cayeux-sur-Mer, France",France,2
tripoli-lebanon,"Tripoli, Lebanon",Lebanon,2
ajaccio-france,"Ajaccio, France",France,2
sovetskaya-gavan-russia,"Sovetskaya Gavan, Russia",Russia,2
casablanca-morocco,"Casablanca, Morocco",Morocco,2
vaitape-french-polynesia,"Vaitape, French Polynesia",French Polynesia,2
ventspils-latvia,"Ventspils, Latvia",Latvia,2
caticlan-philippines,"Caticlan, Philippines",Philippines,2
yzerfontein-south-africa,"Yzerfontein, South Africa",South Africa,2
baillif-guadeloupe,"Baillif, Guadeloupe",Guadeloupe,2
balboa-panama,"Balboa, Panama",Panama,2
agat-guam,"Agat, Guam",Guam,2
sorong-indonesia,"Sorong, Indonesia",Indonesia,2
sofifi-indonesia,"Sofifi, Indonesia",Indonesia,2
aethos-greece,"Aethos, Greece",Greece,2
vancouver-bc-canada,"Vancouver, BC, Canada",Canada,2
aden-yemen,"Aden, Yemen",Yemen,2
bosaso-somalia,"Bosaso, Somalia",Somalia,2
trondheim-norway,"Trondheim, Norway",Norway,2
ajigaura-japan,"Ajigaura, Japan",Japan,2
victoria-seychelles,"Victoria, Seychelles",Seychelles,2
tolu-colombia,"Tolu, Colombia",Colombia,2
yaese-japan,"Yaese, Japan",Japan,2
daet-philippines,"Daet, Philippines",Philippines,2
brookhaven-ny-united-states,"Brookhaven, NY, United States",United States,2
brondby-denmark,"Brondby, Denmark",Denmark,2
cayenne-french-guiana,"Cayenne, French Guiana",French Guiana,2
broadstairs-united-kingdom,"Broadstairs, United Kingdom",United Kingdom,2
tarakan-indonesia,"Tarakan, Indonesia",Indonesia,2
danang-vietnam,"Danang, Vietnam",Vietnam,2
al-hidd-bahrain,"Al Hidd, Bahrain",Bahrain,2
tagbilaran-philippines,"Tagbilaran, Philippines",Philippines,2
st-johns-antigua-and-barbuda,"St. John’s, Antigua and Barbuda",Antigua and Barbuda,2
bahar-ic-caghaq-malta,"Bahar ic-Caghaq, Malta",Malta,2
ttouan-morocco,"Tétouan, Morocco",Morocco,2
utqiavik-ak-united-states,"Utqiaġvik, AK, United States",United States,1
valverde-canary-islands-spain,"Valverde, Canary Islands, Spain",Spain,1
patti-italy,"Patti, Italy",Italy,1
van-anda-bc-canada,"Van Anda, BC, Canada",Canada,1
palembang-indonesia,"Palembang, Indonesia",Indonesia,1
pedersker-denmark,"Pedersker, Denmark",Denmark,1
pedro-bay-ak-united-states,"Pedro Bay, AK, United States",United States,1
uturoa-french-polynesia,"Uturoa, French Polynesia",French Polynesia,1
pascagoula-ms-united-states,"Pascagoula, MS, United States",United States,1
pegwell-barbados,"Pegwell, Barbados",Barbados,1
ust-bolsheretsk-russia,"Ust-Bolsheretsk, Russia",Russia,1
palanas-philippines,"Palanas, Philippines",Philippines,1
pelican-ak-united-states,"Pelican, AK, United States",United States,1
pembroke-guernsey,"Pembroke, Guernsey",Guernsey,1
vanimo-papua-new-guinea,"Vanimo, Papua New Guinea",Papua New Guinea,1
vao-new-caledonia,"Vao, New Caledonia",New Caledonia,1
utskarpen-norway,"Utskarpen, Norway",Norway,1
ustica-italy,"Ustica, Italy",Italy,1
palompon-philippines,"Palompon, Philippines",Philippines,1
papenoo-french-polynesia,"Papenoo, French Polynesia",French Polynesia,1
parque-isla-de-salamanca-colombia,"Parque Isla de Salamanca, Colombia",Colombia,1
paraparaumu-new-zealand,"Paraparaumu, New Zealand",New Zealand,1
parintins-brazil,"Parintins, Brazil",Brazil,1
paramaribo-suriname,"Paramaribo, Suriname",Suriname,1
palma-spain,"Palma, Spain",Spain,1
pantai-mutiara-indonesia,"Pantai Mutiara, Indonesia",Indonesia,1
vaasa-finland,"Vaasa, Finland",Finland,1
pangai-tonga,"Pangai, Tonga",Tonga,1
pantai-teluk-baharu-malaysia,"Pantai Teluk Baharu, Malaysia",Malaysia,1
panipahan-indonesia,"Panipahan, Indonesia",Indonesia,1
ustupo-panama,"Ustupo, Panama",Panama,1
palm-coast-fl-united-states,"Palm Coast, FL, United States",United States,1
pankalan-indonesia,"Pankalan, Indonesia",Indonesia,1
uto-sweden,"Uto, Sweden",Sweden,1
valdemar-denmark,"Valdemar, Denmark",Denmark,1
pantelleria-italy,"Pantelleria, Italy",Italy,1
uvira-congo-dem-rep-,"Uvira, Congo, Dem. Rep.","Congo, Dem. Rep.",1
snug-cove-bc-canada,"Snug Cove, BC, Canada",Canada,1
penarik-indonesia,"Penarik, Indonesia",Indonesia,1
tuborg-denmark,"Tuborg, Denmark",Denmark,1
porlamar-venezuela,"Porlamar, Venezuela",Venezuela,1
popondetta-papua-new-guinea,"Popondetta, Papua New Guinea",Papua New Guinea,1
troon-united-kingdom,"Troon, United Kingdom",United Kingdom,1
trujillo-honduras,"Trujillo, Honduras",Honduras,1
ponza-italy,"Ponza, Italy",Italy,1
tua-pejat-indonesia,"Tua Pejat, Indonesia",Indonesia,1
tuasivi-samoa,"Tuasivi, Samoa",Samoa,1
ponta-de-pedras-brazil,"Ponta de Pedras, Brazil",Brazil,1
poindimie-new-caledonia,"Poindimie, New Caledonia",New Caledonia,1
ponce-pr-united-states,"Ponce, PR, United States",United States,1
tubuai-french-polynesia,"Tubuai, French Polynesia",French Polynesia,1
pointe-au-pre-qc-canada,"Pointe-au-Père, QC, Canada",Canada,1
tuckerton-nj-united-states,"Tuckerton, NJ, United States",United States,1
pointe-a-pitre-guadeloupe,"Pointe-a-Pitre, Guadeloupe",Guadeloupe,1
tulum-mexico,"Tulum, Mexico",Mexico,1
point-roberts-wa-united-states,"Point Roberts, WA, United States",United States,1
trivandrum-india,"Trivandrum, India",India,1
porquerolles-france,"Porquerolles, France",France,1
port-alberni-bc-canada,"Port Alberni, BC, Canada",Canada,1
trapani-italy,"Trapani, Italy",Italy,1
toulon-france,"Toulon, France",France,1
port-lions-ak-united-states,"Port Lions, AK, United States",United States,1
towale-indonesia,"Towale, Indonesia",Indonesia,1
port-hardy-bc-canada,"Port Hardy, BC, Canada",Canada,1
toweli-indonesia,"Toweli, Indonesia",Indonesia,1
port-gentil-gabon,"Port Gentil, Gabon",Gabon,1
toyohashi-japan,"Toyohashi, Japan",Japan,1
port-erin-isle-of-man,"Port Erin, Isle of Man",Isle of Man,1
port-cros-france,"Port-Cros, France",France,1
port-au-prince-haiti,"Port-au-Prince, Haiti",Haiti,1
port-askaig-united-kingdom,"Port Askaig, United Kingdom",United Kingdom,1
port-appin-united-kingdom,"Port Appin, United Kingdom",United Kingdom,1
port-antonio-jamaica,"Port Antonio, Jamaica",Jamaica,1
port-alsworth-ak-united-states,"Port Alsworth, AK, United States",United States,1
port-alice-bc-canada,"Port Alice, BC, Canada",Canada,1
point-hope-ak-united-states,"Point Hope, AK, United States",United States,1
plimmiri-greece,"Plimmiri, Greece",Greece,1
penmarch-france,"Penmarch, France",France,1
ume-sweden,"Umeå, Sweden",Sweden,1
ujung-pankah-indonesia,"Ujung Pankah, Indonesia",Indonesia,1
phetchaburi-thailand,"Phetchaburi, Thailand",Thailand,1
pevensey-bay-united-kingdom,"Pevensey Bay, United Kingdom",United Kingdom,1
pevek-russia,"Pevek, Russia",Russia,1
ulleung-south-korea,"Ulleung, South Korea",South Korea,1
umag-croatia,"Umag, Croatia",Croatia,1
umbogintwini-south-africa,"Umbogintwini, South Africa",South Africa,1
petit-perello-france,"Petit Perello, France",France,1
plerin-france,"Plerin, France",France,1
umiujaq-qc-canada,"Umiujaq, QC, Canada",Canada,1
unalaska-ak-united-states,"Unalaska, AK, United States",United States,1
union-island-saint-vincent-and-the-grenadines,"Union Island, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines,1
unqui-costa-rica,"Unqui, Costa Rica",Costa Rica,1
perryville-ak-united-states,"Perryville, AK, United States",United States,1
perivolos-greece,"Perivolos, Greece",Greece,1
urucurituba-brazil,"Urucurituba, Brazil",Brazil,1
philipsburg-sint-maarten,"Philipsburg, Sint Maarten",Sint Maarten,1
ugolnye-kopi-russia,"Ugolnye Kopi, Russia",Russia,1
uglegorsk-russia,"Uglegorsk, Russia",Russia,1
paget-bermuda,"Paget, Bermuda",Bermuda,1
playa-del-carmen-mexico,"Playa del Carmen, Mexico",Mexico,1
playa-de-la-ribera-spain,"Playa de la Ribera, Spain",Spain,1
playa-de-benitez-spain,"Playa de Benitez, Spain",Spain,1
tuticorine-india,"Tuticorine, India",India,1
platinum-ak-united-states,"Platinum, AK, United States",United States,1
plataria-greece,"Plataria, Greece",Greece,1
placer-philippines,"Placer, Philippines",Philippines,1
tutuyan-indonesia,"Tutuyan, Indonesia",Indonesia,1
pirgaki-greece,"Pirgaki, Greece",Greece,1
tyra-denmark,"Tyra, Denmark",Denmark,1
pine-island-bc-canada,"Pine Island, BC, Canada",Canada,1
uarini-brazil,"Uarini, Brazil",Brazil,1
uchucklesaht-bc-canada,"Uchucklesaht, BC, Canada",Canada,1
pigeon-point-trinidad-and-tobago,"Pigeon Point, Trinidad and Tobago",Trinidad and Tobago,1
ucluelet-bc-canada,"Ucluelet, BC, Canada",Canada,1
udo-south-korea,"Udo, South Korea",South Korea,1
osoviny-ukraine,"Osoviny, Ukraine",Ukraine,1
varberg-sweden,"Varberg, Sweden",Sweden,1
varna-bulgaria,"Varna, Bulgaria",Bulgaria,1
wrangell-ak-united-states,"Wrangell, AK, United States",United States,1
wuikinuxv-bc-canada,"Wuikinuxv, BC, Canada",Canada,1
wujie-taiwan,"Wujie, Taiwan",Taiwan,1
nkusi-uganda,"Nkusi, Uganda",Uganda,1
ninomiya-japan,"Ninomiya, Japan",Japan,1
nikiski-ak-united-states,"Nikiski, AK, United States",United States,1
wurrumiyanga-nt-australia,"Wurrumiyanga, NT, Australia",Australia,1
niijima-japan,"Niijima, Japan",Japan,1
xepenehe-new-caledonia,"Xepenehe, New Caledonia",New Caledonia,1
xiepu-china,"Xiepu, China",China,1
xiyu-township-taiwan,"Xiyu Township, Taiwan",Taiwan,1
newhaven-united-kingdom,"Newhaven, United Kingdom",United Kingdom,1
newhalen-ak-united-states,"Newhalen, AK, United States",United States,1
newgale-united-kingdom,"Newgale, United Kingdom",United Kingdom,1
yakutat-ak-united-states,"Yakutat, AK, United States",United States,1
nondalton-ak-united-states,"Nondalton, AK, United States",United States,1
winterton-on-sea-united-kingdom,"Winterton-on-Sea, United Kingdom",United Kingdom,1
nopigeia-greece,"Nopigeia, Greece",Greece,1
williams-beach-bc-canada,"Williams Beach, BC, Canada",Canada,1
nova-sintra-cape-verde,"Nova Sintra, Cape Verde",Cape Verde,1
nova-olinda-do-norte-brazil,"Nova Olinda do Norte, Brazil",Brazil,1
whitehead-united-kingdom,"Whitehead, United Kingdom",United Kingdom,1
nouakchott-mauritania,"Nouakchott, Mauritania",Mauritania,1
nouadhibou-mauritania,"Nouadhibou, Mauritania",Mauritania,1
wilhelmshaven-germany,"Wilhelmshaven, Germany",Germany,1
nothamnsbacken-sweden,"Nothamnsbacken, Sweden",Sweden,1
noro-solomon-islands,"Noro, Solomon Islands",Solomon Islands,1
winema-or-united-states,"Winema, OR, United States",United States,1
northport-ny-united-states,"Northport, NY, United States",United States,1
winter-harbour-bc-canada,"Winter Harbour, BC, Canada",Canada,1
north-salina-bonaire-sint-eustatius-and-saba,"North Salina, Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",1
north-bay-united-kingdom,"North Bay, United Kingdom",United Kingdom,1
norsup-vanuatu,"Norsup, Vanuatu",Vanuatu,1
new-victoria-ns-canada,"New Victoria, NS, Canada",Canada,1
yantai-china,"Yantai, China",China,1
yapen-indonesia,"Yapen, Indonesia",Indonesia,1
narrow-cape-ak-united-states,"Narrow Cape, AK, United States",United States,1
yuzhno-kurilsk-russia,"Yuzhno Kurilsk, Russia",Russia,1
yuzhno-sakhalinsk-russia,"Yuzhno-Sakhalinsk, Russia",Russia,1
zahara-de-los-atunes-spain,"Zahara de los Atunes, Spain",Spain,1
zamboanga-philippines,"Zamboanga, Philippines",Philippines,1
narvik-norway,"Narvik, Norway",Norway,1
zamboanguita-philippines,"Zamboanguita, Philippines",Philippines,1
narragansett-ri-united-states,"Narragansett, RI, United States",United States,1
natal-brazil,"Natal, Brazil",Brazil,1
zawia-libya,"Zawia, Libya",Libya,1
naples-fl-united-states,"Naples, FL, United States",United States,1
nanny-cay-virgin-islands-u-k-,"Nanny Cay, Virgin Islands (U.K.)",Virgin Islands (U.K.),1
zeballos-bc-canada,"Zeballos, BC, Canada",Canada,1
zelenogradsk-russia,"Zelenogradsk, Russia",Russia,1
zhuhai-china,"Zhuhai, China",China,1
yuza-japan,"Yuza, Japan",Japan,1
yuquot-bc-canada,"Yuquot, BC, Canada",Canada,1
new-haven-ct-united-states,"New Haven, CT, United States",United States,1
yomitan-japan,"Yomitan, Japan",Japan,1
nevelsk-russia,"Nevelsk, Russia",Russia,1
yaren-nauru,"Yaren, Nauru",Nauru,1
yate-new-caledonia,"Yate, New Caledonia",New Caledonia,1
ygarden-norway,"Øygarden, Norway",Norway,1
neom-saudi-arabia,"Neom, Saudi Arabia",Saudi Arabia,1
nelson-new-zealand,"Nelson, New Zealand",New Zealand,1
yonaguni-japan,"Yonaguni, Japan",Japan,1
natuna-indonesia,"Natuna, Indonesia",Indonesia,1
negril-jamaica,"Negril, Jamaica",Jamaica,1
needhams-point-barbados,"Needham’s Point, Barbados",Barbados,1
nedonna-beach-or-united-states,"Nedonna Beach, OR, United States",United States,1
ystad-sweden,"Ystad, Sweden",Sweden,1
neapoli-greece,"Neapoli, Greece",Greece,1
yuanli-taiwan,"Yuanli, Taiwan",Taiwan,1
whanganui-new-zealand,"Whanganui, New Zealand",New Zealand,1
whaletown-bc-canada,"Whaletown, BC, Canada",Canada,1
novo-aripuan-brazil,"Novo Aripuanã, Brazil",Brazil,1
vila-olga-virgin-islands-u-s-,"Vila Olga, Virgin Islands (U.S.)",Virgin Islands (U.S.),1
osterby-denmark,"Osterby, Denmark",Denmark,1
vila-do-maio-cape-verde,"Vila do Maio, Cape Verde",Cape Verde,1
vila-do-porto-portugal,"Vila do Porto, Portugal",Portugal,1
totness-suriname,"Totness, Suriname",Suriname,1
oslo-norway,"Oslo, Norway",Norway,1
oskarshamn-sweden,"Oskarshamn, Sweden",Sweden,1
ormsary-united-kingdom,"Ormsary, United Kingdom",United Kingdom,1
otranto-italy,"Otranto, Italy",Italy,1
vitria-brazil,"Vitória, Brazil",Brazil,1
vladivostok-russia,"Vladivostok, Russia",Russia,1
vstervik-sweden,"Västervik, Sweden",Sweden,1
oriximin-brazil,"Oriximiná, Brazil",Brazil,1
vulcano-bleu-italy,"Vulcano Bleu, Italy",Italy,1
opitsat-bc-canada,"Opitsat, BC, Canada",Canada,1
oteranga-bay-new-zealand,"Oteranga Bay, New Zealand",New Zealand,1
otter-ferry-united-kingdom,"Otter Ferry, United Kingdom",United Kingdom,1
waikanae-new-zealand,"Waikanae, New Zealand",New Zealand,1
ventotene-italy,"Ventotene, Italy",Italy,1
padang-indonesia,"Padang, Indonesia",Indonesia,1
padang-galak-indonesia,"Padang Galak, Indonesia",Indonesia,1
velas-portugal,"Velas, Portugal",Portugal,1
pacific-city-or-united-states,"Pacific City, OR, United States",United States,1
velidhoo-maldives,"Velidhoo, Maldives",Maldives,1
pachi-greece,"Pachi, Greece",Greece,1
pa-li-taiwan,"Pa Li, Taiwan",Taiwan,1
ouzinkie-ak-united-states,"Ouzinkie, AK, United States",United States,1
ozamiz-city-philippines,"Ozamiz City, Philippines",Philippines,1
veracruz-mexico,"Veracruz, Mexico",Mexico,1
oxwich-bay-united-kingdom,"Oxwich Bay, United Kingdom",United Kingdom,1
vestero-denmark,"Vestero, Denmark",Denmark,1
veules-les-roses-france,"Veules-les-Roses, France",France,1
owia-saint-vincent-and-the-grenadines,"Owia, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines,1
open-bay-bc-canada,"Open Bay, BC, Canada",Canada,1
oona-river-bc-canada,"Oona River, BC, Canada",Canada,1
nsby-sweden,"Näsby, Sweden",Sweden,1
weno-chuuk-micronesia,"Weno, Chuuk, Micronesia",Micronesia,1
nybro-sweden,"Nybro, Sweden",Sweden,1
nybor-denmark,"Nybor, Denmark",Denmark,1
weddel-united-kingdom,"Weddel, United Kingdom",United Kingdom,1
wellington-new-zealand,"Wellington, New Zealand",New Zealand,1
ny-lesund-norway,"Ny-Ålesund, Norway",Norway,1
wenchang-china,"Wenchang, China",China,1
west-island-cocos-keeling-islands,"West Island, Cocos (Keeling) Islands",Cocos (Keeling) Islands,1
nzeto-angola,"N'zeto, Angola",Angola,1
west-palm-beach-fl-united-states,"West Palm Beach, FL, United States",United States,1
numbulwar-nt-australia,"Numbulwar, NT, Australia",Australia,1
westness-united-kingdom,"Westness, United Kingdom",United Kingdom,1
wewak-papua-new-guinea,"Wewak, Papua New Guinea",Papua New Guinea,1
nuku-hiva-french-polynesia,"Nuku Hiva, French Polynesia",French Polynesia,1
nuchatlaht-bc-canada,"Nuchatlaht, BC, Canada",Canada,1
nynashamn-sweden,"Nynashamn, Sweden",Sweden,1
oak-harbor-wa-united-states,"Oak Harbor, WA, United States",United States,1
ondong-siau-indonesia,"Ondong Siau, Indonesia",Indonesia,1
okha-russia,"Okha, Russia",Russia,1
wainwright-ak-united-states,"Wainwright, AK, United States",United States,1
olonkinbyen-norway,"Olonkinbyen, Norway",Norway,1
old-bella-bella-bc-canada,"Old Bella Bella, BC, Canada",Canada,1
wakatobi-indonesia,"Wakatobi, Indonesia",Indonesia,1
ola-russia,"Ola, Russia",Russia,1
okhotskoe-russia,"Okhotskoe, Russia",Russia,1
wakkanai-japan,"Wakkanai, Japan",Japan,1
oara-new-zealand,"Oara, New Zealand",New Zealand,1
odie-united-kingdom,"Odie, United Kingdom",United Kingdom,1
odessa-ukraine,"Odessa, Ukraine",Ukraine,1
warrenton-or-united-states,"Warrenton, OR, United States",United States,1
wawonii-indonesia,"Wawonii, Indonesia",Indonesia,1
ocean-falls-bc-canada,"Ocean Falls, BC, Canada",Canada,1
ocean-city-md-united-states,"Ocean City, MD, United States",United States,1
port-nelson-bahamas,"Port Nelson, Bahamas",Bahamas,1
tomakomai-japan,"Tomakomai, Japan",Japan,1
port-neville-bc-canada,"Port Neville, BC, Canada",Canada,1
sylt-germany,"Sylt, Germany",Germany,1
santa-teresa-gallura-italy,"Santa Teresa Gallura, Italy",Italy,1
santa-ponsa-spain,"Santa Ponsa, Spain",Spain,1
santa-marta-colombia,"Santa Marta, Colombia",Colombia,1
santa-maria-do-boiau-brazil,"Santa Maria do Boiaçu, Brazil",Brazil,1
sydney-mines-ns-canada,"Sydney Mines, NS, Canada",Canada,1
santa-magdalena-philippines,"Santa Magdalena, Philippines",Philippines,1
santa-isabel-do-rio-negro-brazil,"Santa Isabel do Rio Negro, Brazil",Brazil,1
symbister-united-kingdom,"Symbister, United Kingdom",United Kingdom,1
sainte-marie-runion,"Sainte Marie, Réunion",Réunion,1
syros-greece,"Syros, Greece",Greece,1
santa-barbara-ca-united-states,"Santa Barbara, CA, United States",United States,1
sangatta-indonesia,"Sangatta, Indonesia",Indonesia,1
sangata-indonesia,"Sangata, Indonesia",Indonesia,1
sandymount-ireland,"Sandymount, Ireland",Ireland,1
sandy-point-vic-australia,"Sandy Point, VIC, Australia",Australia,1
tabatinga-brazil,"Tabatinga, Brazil",Brazil,1
santiago-de-cuba-cuba,"Santiago de Cuba, Cuba",Cuba,1
santo-antnio-do-i-brazil,"Santo Antônio do Içá, Brazil",Brazil,1
santo-domingo-dominican-republic,"Santo Domingo, Dominican Republic",Dominican Republic,1
santo-stefano-italy,"Santo Stefano, Italy",Italy,1
sassari-italy,"Sassari, Italy",Italy,1
sasanlagu-northern-mariana-islands,"Sasanlagu, Northern Mariana Islands",Northern Mariana Islands,1
sarmi-indonesia,"Sarmi, Indonesia",Indonesia,1
sarita-bc-canada,"Sarita, BC, Canada",Canada,1
sardina-canary-islands-spain,"Sardina, Canary Islands, Spain",Spain,1
saraemee-indonesia,"Saraemee, Indonesia",Indonesia,1
sapporo-japan,"Sapporo, Japan",Japan,1
surge-narrows-bc-canada,"Surge Narrows, BC, Canada",Canada,1
sape-indonesia,"Sape, Indonesia",Indonesia,1
surigao-city-philippines,"Surigao City, Philippines",Philippines,1
suro-guinea-bissau,"Suro, Guinea-Bissau",Guinea-Bissau,1
sao-mateus-portugal,"Sao Mateus, Portugal",Portugal,1
sao-filipe-cape-verde,"Sao Filipe, Cape Verde",Cape Verde,1
surville-france,"Surville, France",France,1
namlea-indonesia,"Namlea, Indonesia",Indonesia,1
tabwakea-kiribati,"Tabwakea, Kiribati",Kiribati,1
sandwick-united-kingdom,"Sandwick, United Kingdom",United Kingdom,1
sandnessjen-norway,"Sandnessjøen, Norway",Norway,1
san-domino-italy,"San Domino, Italy",Italy,1
talisay-city-philippines,"Talisay City, Philippines",Philippines,1
san-blas-fl-united-states,"San Blas, FL, United States",United States,1
san-andres-colombia,"San Andres, Colombia",Colombia,1
samandag-turkey,"Samandag, Turkey",Turkey,1
saltery-bay-bc-canada,"Saltery Bay, BC, Canada",Canada,1
saltcoats-united-kingdom,"Saltcoats, United Kingdom",United Kingdom,1
salmon-beach-bc-canada,"Salmon Beach, BC, Canada",Canada,1
salluit-qc-canada,"Salluit, QC, Canada",Canada,1
salinas-ecuador,"Salinas, Ecuador",Ecuador,1
salakan-indonesia,"Salakan, Indonesia",Indonesia,1
tanjung-selor-indonesia,"Tanjung Selor, Indonesia",Indonesia,1
tanna-vanuatu,"Tanna, Vanuatu",Vanuatu,1
taoyuan-taiwan,"Taoyuan, Taiwan",Taiwan,1
tarahales-spain,"Tarahales, Spain",Spain,1
sakra-island-singapore,"Sakra Island, Singapore",Singapore,1
taliabu-indonesia,"Taliabu, Indonesia",Indonesia,1
san-foca-italy,"San Foca, Italy",Italy,1
tadine-new-caledonia,"Tadine, New Caledonia",New Caledonia,1
san-jos-del-cabo-mexico,"San José del Cabo, Mexico",Mexico,1
sandgarth-united-kingdom,"Sandgarth, United Kingdom",United Kingdom,1
sand-point-ak-united-states,"Sand Point, AK, United States",United States,1
tahsis-bc-canada,"Tahsis, BC, Canada",Canada,1
san-remigio-philippines,"San Remigio, Philippines",Philippines,1
san-pedro-de-la-paz-chile,"San Pedro de la Paz, Chile",Chile,1
tahuna-indonesia,"Tahuna, Indonesia",Indonesia,1
san-pedro-belize,"San Pedro, Belize",Belize,1
san-nicola-di-tremiti-italy,"San Nicola di Tremiti, Italy",Italy,1
san-luis-obispo-ca-united-states,"San Luis Obispo, CA, United States",United States,1
tainan-taiwan,"Tainan, Taiwan",Taiwan,1
san-juan-philippines,"San Juan, Philippines",Philippines,1
san-jose-northern-mariana-islands,"San Jose, Northern Mariana Islands",Northern Mariana Islands,1
san-jose-de-buenavista-philippines,"San Jose de Buenavista, Philippines",Philippines,1
takaroa-french-polynesia,"Takaroa, French Polynesia",French Polynesia,1
takeshima-japan,"Takeshima, Japan",Japan,1
sassnitz-germany,"Sassnitz, Germany",Germany,1
sayward-bc-canada,"Sayward, BC, Canada",Canada,1
scarborough-united-kingdom,"Scarborough, United Kingdom",United Kingdom,1
sisimiut-greenland,"Sisimiut, Greenland",Greenland,1
south-arne-denmark,"South Arne, Denmark",Denmark,1
sir-abu-nuayr-island-united-arab-emirates,"Sir Abu Nu'Ayr Island, United Arab Emirates",United Arab Emirates,1
singkawang-indonesia,"Singkawang, Indonesia",Indonesia,1
singaraja-indonesia,"Singaraja, Indonesia",Indonesia,1
soyo-angola,"Soyo, Angola",Angola,1
singapore-singapore,"Singapore, Singapore",Singapore,1
spencer-beach-hi-united-states,"Spencer Beach, HI, United States",United States,1
silecroft-beach-united-kingdom,"Silecroft Beach, United Kingdom",United Kingdom,1
squirrel-cove-bc-canada,"Squirrel Cove, BC, Canada",Canada,1
sile-turkey,"Sile, Turkey",Turkey,1
sri-vijaya-puram-india,"Sri Vijaya Puram, India",India,1
st-florent-france,"St. Florent, France",France,1
siboney-cuba,"Siboney, Cuba",Cuba,1
siargao-island-philippines,"Siargao Island, Philippines",Philippines,1
st-georges-bay-malta,"St. George's Bay, Malta",Malta,1
sirte-libya,"Sirte, Libya",Libya,1
soroosh-platform-iran,"Soroosh Platform, Iran",Iran,1
