lp_id,lp_name,country,cable_count
gutcher-united-kingdom,"Gutcher, United Kingdom",United Kingdom,1
gusukube-japan,"Gusukube, Japan",Japan,1
gurnard-united-kingdom,"Gurnard, United Kingdom",United Kingdom,1
great-nicobar-india,"Great Nicobar, India",India,1
gunsan-south-korea,"Gunsan, South Korea",South Korea,1
guningtou-taiwan,"Guningtou, Taiwan",Taiwan,1
gump-of-spurness-united-kingdom,"Gump of Spurness, United Kingdom",United Kingdom,1
gulliver-mi-united-states,"Gulliver, MI, United States",United States,1
guanyin-mountain-china,"Guanyin Mountain, China",China,1
groudle-bay-isle-of-man,"Groudle Bay, Isle of Man",Isle of Man,1
greymouth-new-zealand,"Greymouth, New Zealand",New Zealand,1
gresik-indonesia,"Gresik, Indonesia",Indonesia,1
greenbank-wa-united-states,"Greenbank, WA, United States",United States,1
ilyinskoye-russia,"Ilyinskoye, Russia",Russia,1
inukjuak-qc-canada,"Inukjuak, QC, Canada",Canada,1
invercargill-new-zealand,"Invercargill, New Zealand",New Zealand,1
katong-singapore,"Katong, Singapore",Singapore,1
kimbe-papua-new-guinea,"Kimbe, Papua New Guinea",Papua New Guinea,1
kiltan-india,"Kiltan, India",India,1
kiloran-bay-united-kingdom,"Kiloran Bay, United Kingdom",United Kingdom,1
killala-ireland,"Killala, Ireland",Ireland,1
kilchoan-ferry-united-kingdom,"Kilchoan Ferry, United Kingdom",United Kingdom,1
kilchatten-bay-united-kingdom,"Kilchatten Bay, United Kingdom",United Kingdom,1
kikori-papua-new-guinea,"Kikori, Papua New Guinea",Papua New Guinea,1
kihelkonna-estonia,"Kihelkonna, Estonia",Estonia,1
kiamsam-malaysia,"Kiamsam, Malaysia",Malaysia,1
khark-island-iran,"Khark Island, Iran",Iran,1
kerema-papua-new-guinea,"Kerema, Papua New Guinea",Papua New Guinea,1
kerch-ukraine,"Kerch, Ukraine",Ukraine,1
kep-aru-indonesia,"Kep. Aru, Indonesia",Indonesia,1
kendal-indonesia,"Kendal, Indonesia",Indonesia,1
kenai-ak-united-states,"Kenai, AK, United States",United States,1
kekaha-hi-united-states,"Kekaha, HI, United States",United States,1
kavos-greece,"Kavos, Greece",Greece,1
kavieng-papua-new-guinea,"Kavieng, Papua New Guinea",Papua New Guinea,1
kavaratti-india,"Kavaratti, India",India,1
kaukura-french-polynesia,"Kaukura, French Polynesia",French Polynesia,1
kauditan-indonesia,"Kauditan, Indonesia",Indonesia,1
king-cove-ak-united-states,"King Cove, AK, United States",United States,1
kingcome-inlet-bc-canada,"Kingcome Inlet, BC, Canada",Canada,1
kingisepp-russia,"Kingisepp, Russia",Russia,1
kochilari-greece,"Kochilari, Greece",Greece,1
koobrzeg-poland,"Kołobrzeg, Poland",Poland,1
kontokali-greece,"Kontokali, Greece",Greece,1
komesu-japan,"Komesu, Japan",Japan,1
kolhufushi-maldives,"Kolhufushi, Maldives",Maldives,1
kokopo-papua-new-guinea,"Kokopo, Papua New Guinea",Papua New Guinea,1
kokkini-greece,"Kokkini, Greece",Greece,1
kokhanok-ak-united-states,"Kokhanok, AK, United States",United States,1
kokar-indonesia,"Kokar, Indonesia",Indonesia,1
koh-samui-thailand,"Koh Samui, Thailand",Thailand,1
ko-olina-hi-united-states,"Ko Olina, HI, United States",United States,1
kingscote-sa-australia,"Kingscote, SA, Australia",Australia,1
klemtu-bc-canada,"Klemtu, BC, Canada",Canada,1
klaipeda-lithuania,"Klaipeda, Lithuania",Lithuania,1
kkar-finland,"Kökar, Finland",Finland,1
kitkatla-bc-canada,"Kitkatla, BC, Canada",Canada,1
kitimat-bc-canada,"Kitimat, BC, Canada",Canada,1
kitamaat-village-bc-canada,"Kitamaat Village, BC, Canada",Canada,1
kitaibaraki-japan,"Kitaibaraki, Japan",Japan,1
kista-sweden,"Kista, Sweden",Sweden,1
kinoguitan-philippines,"Kinoguitan, Philippines",Philippines,1
katthammarsvik-sweden,"Katthammarsvik, Sweden",Sweden,1
kasenyi-congo-dem-rep-,"Kasenyi, Congo, Dem. Rep.","Congo, Dem. Rep.",1
inverloch-vic-australia,"Inverloch, VIC, Australia",Australia,1
karimun-indonesia,"Karimun, Indonesia",Indonesia,1
joetsu-japan,"Joetsu, Japan",Japan,1
jinhu-township-taiwan,"Jinhu Township, Taiwan",Taiwan,1
jincheng-township-taiwan,"Jincheng Township, Taiwan",Taiwan,1
jeneponto-indonesia,"Jeneponto, Indonesia",Indonesia,1
jdaide-lebanon,"Jdaide, Lebanon",Lebanon,1
jarry-guadeloupe,"Jarry, Guadeloupe",Guadeloupe,1
ixtapa-zihuatanejo-mexico,"Ixtapa-Zihuatanejo, Mexico",Mexico,1
ivujivik-qc-canada,"Ivujivik, QC, Canada",Canada,1
ivory-island-bc-canada,"Ivory Island, BC, Canada",Canada,1
itoshima-japan,"Itoshima, Japan",Japan,1
ithaafushi-maldives,"Ithaafushi, Maldives",Maldives,1
itacoatiara-brazil,"Itacoatiara, Brazil",Brazil,1
it-japan,"Itō, Japan",Japan,1
isola-delle-femmine-italy,"Isola delle Femmine, Italy",Italy,1
isle-au-haut-me-united-states,"Isle au Haut, ME, United States",United States,1
island-park-ny-united-states,"Island Park, NY, United States",United States,1
isla-de-cozumel-mexico,"Isla de Cozumel, Mexico",Mexico,1
iskele-cyprus,"Iskele, Cyprus",Cyprus,1
iranduba-brazil,"Iranduba, Brazil",Brazil,1
iquique-chile,"Iquique, Chile",Chile,1
iojima-japan,"Iojima, Japan",Japan,1
johnstone-point-ak-united-states,"Johnstone Point, AK, United States",United States,1
joo-pessoa-brazil,"João Pessoa, Brazil",Brazil,1
joss-bay-united-kingdom,"Joss Bay, United Kingdom",United Kingdom,1
kalafati-greece,"Kalafati, Greece",Greece,1
kardamena-greece,"Kardamena, Greece",Greece,1
kangirsuk-qc-canada,"Kangirsuk, QC, Canada",Canada,1
kangiqsualujjuaq-qc-canada,"Kangiqsualujjuaq, QC, Canada",Canada,1
kampung-tekek-malaysia,"Kampung Tekek, Malaysia",Malaysia,1
kampung-raja-malaysia,"Kampung Raja, Malaysia",Malaysia,1
kamorta-india,"Kamorta, India",India,1
kalpeni-india,"Kalpeni, India",India,1
kaliko-haiti,"Kaliko, Haiti",Haiti,1
kalemie-congo-dem-rep-,"Kalemie, Congo, Dem. Rep.","Congo, Dem. Rep.",1
kains-island-bc-canada,"Kains Island, BC, Canada",Canada,1
juelsminde-denmark,"Juelsminde, Denmark",Denmark,1
kaimana-indonesia,"Kaimana, Indonesia",Indonesia,1
kaikoura-new-zealand,"Kaikoura, New Zealand",New Zealand,1
kaiete-point-bc-canada,"Kaiete Point, BC, Canada",Canada,1
kahului-hi-united-states,"Kahului, HI, United States",United States,1
kahe-point-hi-united-states,"Kahe Point, HI, United States",United States,1
kagoshima-japan,"Kagoshima, Japan",Japan,1
kadmat-india,"Kadmat, India",India,1
juta-brazil,"Jutaí, Brazil",Brazil,1
juruti-brazil,"Juruti, Brazil",Brazil,1
zuwara-libya,"Zuwara, Libya",Libya,1
